time,power,shaded_substrings
171072,8.66811243481027,0
171264,8.66811243481027,0
171456,8.66811243481027,0
171648,8.66811243481027,0
171840,8.66811243481027,0
172032,8.66811243481027,0
172224,8.66811243481027,0
172416,8.66811243481027,0
172608,8.66811243481027,0
172800,8.66811243481027,0
172992,8.735136082087605,0
173184,9.298353732886543,0
173376,9.876405549678491,0
173568,10.454946189832373,0
173760,11.04056825156431,0
173952,11.63326344387693,0
174144,12.233007201126373,0
174336,12.839793734215883,0
174528,13.453596076058211,0
174720,14.074443417619133,0
174912,14.702266078779923,0
175104,15.337088082755837,0
175296,15.978880401219296,0
175488,16.6276085432441,0
175680,17.283267997762845,0
175872,17.945835783498925,0
176064,18.615292576579552,0
176256,19.291577567763945,0
176448,19.974692257626778,0
176640,20.664569665023205,0
176832,21.3611782181411,0
177024,22.064460441919955,0
177216,22.774393535630455,0
177408,23.490902087499713,0
177600,24.213896592774287,0
177792,24.943344750248816,0
177984,25.679175226919835,0
178176,26.42129298129534,0
178368,27.16961974499835,0
178560,27.92404622702709,0
178752,28.684521879376575,0
178944,29.450917614899037,0
179136,30.223107745958234,0
179328,31.001028287205052,0
179520,31.78453667092834,0
179712,32.57346928276735,0
179904,33.36775720050517,0
180096,34.16723391870996,0
180288,34.97176578063001,0
180480,35.78121084619849,0
180672,36.59540434636636,0
180864,37.41423384618493,0
181056,38.237485804385706,0
181248,39.06503802818621,0
181440,39.8967259413328,0
181632,40.7323206795222,0
181824,41.57172891007642,0
182016,42.41470805325172,0
182208,43.261104879985034,0
182400,44.110763704071005,0
182592,44.96344147446433,0
182784,45.81903287866735,0
182976,46.67728948511636,0
183168,47.53806101973163,0
183360,48.40115742910721,0
183552,49.26634639289173,0
183744,50.13351818750732,0
183936,51.00243944876366,0
184128,51.872936153239664,0
184320,52.744870285440534,0
184512,53.617995317225464,0
184704,54.492196125973216,0
184896,55.367258606882565,0
185088,56.24301971691315,0
185280,57.11935918969716,0
185472,57.99600742903897,0
185664,58.87291490551749,0
185856,59.7498831774653,0
186048,60.62674369293021,0
186240,61.50341884321601,0
186432,62.37967697696444,0
186624,63.255399549669924,0
186816,64.13050151558798,0
187008,65.00482808500365,0
187200,65.87825936692394,0
187392,66.75068219536838,0
187584,67.62195301836219,0
187776,68.49204189235098,0
187968,69.3607610907289,0
188160,70.22802681311866,0
188352,71.09379778842089,0
188544,71.95794836994328,0
188736,72.82035959510233,0
188928,73.68101693176631,0
189120,74.53984946839935,0
189312,75.39674757380877,0
189504,76.25161089777271,0
189696,77.10446245249742,0
189888,77.95520651483461,0
190080,78.80378659724084,0
190272,79.65011036119448,0
190464,80.49419537814038,0
190656,81.33595152602828,0
190848,82.17538733939786,0
191040,83.01244376894859,0
191232,83.84705806978187,0
191424,84.67918885536109,0
191616,85.50885396584637,0
191808,86.33600526697165,0
192000,87.16060443607829,0
192192,87.98263426927225,0
192384,88.80207064893992,0
192576,89.61884549301622,0
192768,90.43308723872012,0
192960,91.24455908075475,0
193152,92.05341086242366,0
193344,92.85954409999482,0
193536,93.66301090154836,0
193728,94.46371402418548,0
193920,95.26168381866421,0
194112,96.0569034752527,0
194304,96.84931986405266,0
194496,97.63901289125616,0
194688,98.42588584178772,0
194880,99.2099257009673,0
195072,99.9911185941511,0
195264,100.76952040361228,0
195456,101.54505830571527,0
195648,102.3177116608208,0
195840,103.0874663864543,0
196032,103.85435299602587,0
196224,104.61827239035014,0
196416,105.37931613107658,0
196608,106.13740447145973,0
196800,106.89254110814112,0
196992,107.64468253812535,0
197184,108.39383803342854,0
197376,109.14000760388878,0
197568,109.88310634230734,0
197760,110.62316366191264,0
197952,111.36015269653888,0
198144,112.0940319780828,0
198336,112.82482203955111,0
198528,113.55247997828327,0
198720,114.27700451274511,0
198912,114.99833577060326,0
199104,115.71648337591346,0
199296,116.43142322997227,0
199488,117.1431361927569,0
199680,117.85158604579607,0
199872,118.55672875109828,0
200064,119.25859906046266,0
200256,119.95713146345594,0
200448,120.65229917806353,0
200640,121.34407133595944,0
200832,122.03245665078825,0
201024,122.71738161189464,0
201216,123.39892143856433,0
201408,124.07692850876893,0
201600,124.75143439044673,0
201792,125.42235803462009,0
201984,126.08981178044957,0
202176,126.75364537268865,0
202368,127.41384603645783,0
202560,128.07039994021167,0
202752,128.72333499433316,0
202944,129.37255800965286,0
203136,130.0180635649572,0
203328,130.65981322664334,0
203520,131.29775445305333,0
203712,131.9319532591012,0
203904,132.56229850532497,0
204096,133.18878527871422,0
204288,133.8114600852339,0
