cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47
575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237,575.4237
572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996,572.2996
569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598,569.1598
566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044,566.0044
562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334,562.8334
559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471,559.6471
556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454,556.4454
553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285,553.2285
549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964,549.9964
546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491,546.7491
543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487,543.487
540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21,540.21
536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918,536.918
533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114,533.6114
530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902,530.2902
526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543,526.9543
523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041,523.6041
520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396,520.2396
516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608,516.8608
513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677,513.4677
510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607,510.0607
506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396,506.6396
503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047,503.2047
499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559,499.7559
496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934,496.2934
492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174,492.8174
489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278,489.3278
485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248,485.8248
482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085,482.3085
478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789,478.7789
475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363,475.2363
471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806,471.6806
468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112,468.112
464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305,464.5305
460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364,460.9364
457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295,457.3295
453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102,453.7102
450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784,450.0784
446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342,446.4342
442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778,442.7778
439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093,439.1093
435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288,435.4288
431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363,431.7363
428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032,428.032
424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159,424.3159
420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882,420.5882
416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489,416.8489
413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983,413.0983
409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363,409.3363
405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631,405.5631
401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788,401.7788
397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835,397.9835
394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772,394.1772
390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601,390.3601
386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324,386.5324
382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941,382.6941
378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452,378.8452
374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986,374.986
