cell_0,cell_1,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9,cell_10,cell_11,cell_12,cell_13,cell_14,cell_15,cell_16,cell_17,cell_18,cell_19,cell_20,cell_21,cell_22,cell_23,cell_24,cell_25,cell_26,cell_27,cell_28,cell_29,cell_30,cell_31,cell_32,cell_33,cell_34,cell_35,cell_36,cell_37,cell_38,cell_39,cell_40,cell_41,cell_42,cell_43,cell_44,cell_45,cell_46,cell_47
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9483901,0.9483901,0.8891157,0.8298413,0.7112926,0.6520182,0.9483901,0.9483901,0.9483901,0.7705669,0.6520182,0.8298413,0.9483901,0.9483901,0.8298413,0.9483901,0.8891157,0.9483901,0.9483901,0.9483901,0.9483901,0.8298413,0.8891157,0.7705669,0.9483901,0.9483901,0.9483901,0.9483901,0.8298413,0.8891157,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901,0.9483901
5.282904,5.282904,5.282904,5.282904,4.952722,4.62254,5.282904,5.282904,5.282904,4.952722,5.282904,4.952722,5.282904,5.282904,5.282904,5.282904,4.952722,5.282904,5.282904,5.282904,5.282904,5.282904,4.952722,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904,5.282904
9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319,9.617319
13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149,13.95149
18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523,18.28523
22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185,22.6185
26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511,26.9511
31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298,31.28298
35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139,35.6139
39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406,39.94406
44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296,44.27296
48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072,48.60072
52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715,52.92715
57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204,57.25204
61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539,61.57539
65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709,65.89709
70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702,70.21702
74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493,74.53493
78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091,78.85091
83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469,83.16469
87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614,87.47614
91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516,91.78516
96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179,96.09179
100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958,100.3958
104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969,104.6969
108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952,108.9952
113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906,113.2906
117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828,117.5828
121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718,121.8718
126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574,126.1574
130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396,130.4396
134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183,134.7183
138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931,138.9931
143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643,143.2643
147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316,147.5316
151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946,151.7946
156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536,156.0536
160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083,160.3083
164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586,164.5586
168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044,168.8044
173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455,173.0455
177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282,177.282
181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135,181.5135
185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401,185.7401
189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617,189.9617
194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779,194.1779
198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389,198.389
202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945,202.5945
206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944,206.7944
210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888,210.9888
215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772,215.1772
219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599,219.3599
223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365,223.5365
227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707,227.707
231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713,231.8713
236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291,236.0291
