irr,temp,iph,isat,rsh,a
100.0,10.0,0.9562442406616765,2.289219647763193e-12,127.12619239968716,0.02374745213231724
100.0,20.0,0.9622852406616764,1.3799422967374618e-11,127.12619239968716,0.024586140182196004
100.0,30.0,0.9683262406616765,7.413608308502386e-11,127.12619239968716,0.025424828232074773
100.0,40.0,0.9743672406616763,3.588700736808204e-10,127.12619239968716,0.026263516281953534
100.0,50.0,0.9804082406616765,1.5803130294909367e-09,127.12619239968716,0.0271022043318323
100.0,60.0,0.9864492406616764,6.384248652521955e-09,127.12619239968716,0.027940892381711067
100.0,70.0,0.9924902406616765,2.3838290741163554e-08,127.12619239968716,0.028779580431589832
200.0,10.0,1.912488481323353,2.289219647763193e-12,63.56309620264785,0.02374745213231724
200.0,20.0,1.9245704813233528,1.3799422967374618e-11,63.563096198873374,0.024586140182196004
200.0,30.0,1.936652481323353,7.413608308502386e-11,63.56309620148215,0.025424828232074773
200.0,40.0,1.9487344813233527,3.588700736808204e-10,63.5630962042698,0.026263516281953534
200.0,50.0,1.960816481323353,1.5803130294909367e-09,63.56309620519342,0.0271022043318323
200.0,60.0,1.9728984813233528,6.384248652521955e-09,63.563096204171536,0.027940892381711067
200.0,70.0,1.984980481323353,2.3838290741163554e-08,63.56309619984358,0.028779580431589832
300.0,10.0,2.868732721985029,2.289219647763193e-12,42.37539746880149,0.02374745213231724
300.0,20.0,2.886855721985029,1.3799422967374618e-11,42.37539746773272,0.024586140182196004
300.0,30.0,2.9049787219850294,7.413608308502386e-11,42.37539747413923,0.025424828232074773
300.0,40.0,2.923101721985029,3.588700736808204e-10,42.37539747285905,0.026263516281953534
300.0,50.0,2.941224721985029,1.5803130294909367e-09,42.37539746569963,0.0271022043318323
300.0,60.0,2.959347721985029,6.384248652521955e-09,42.375397469044074,0.027940892381711067
300.0,70.0,2.9774707219850294,2.3838290741163554e-08,42.37539747448388,0.028779580431589832
400.0,10.0,3.824976962646706,2.289219647763193e-12,31.781548097785592,0.02374745213231724
400.0,20.0,3.8491409626467057,1.3799422967374618e-11,31.781548103713956,0.024586140182196004
400.0,30.0,3.873304962646706,7.413608308502386e-11,31.781548100612657,0.025424828232074773
400.0,40.0,3.8974689626467054,3.588700736808204e-10,31.78154810185828,0.026263516281953534
400.0,50.0,3.921632962646706,1.5803130294909367e-09,31.781548102399583,0.0271022043318323
400.0,60.0,3.9457969626467055,6.384248652521955e-09,31.781548102174604,0.027940892381711067
400.0,70.0,3.969960962646706,2.3838290741163554e-08,31.7815481011321,0.028779580431589832
500.0,10.0,4.781221203308382,2.289219647763193e-12,25.425238475326687,0.02374745213231724
500.0,20.0,4.811426203308382,1.3799422967374618e-11,25.42523848058732,0.024586140182196004
500.0,30.0,4.841631203308382,7.413608308502386e-11,25.425238484368368,0.025424828232074773
500.0,40.0,4.871836203308382,3.588700736808204e-10,25.425238479903634,0.026263516281953534
500.0,50.0,4.902041203308382,1.5803130294909367e-09,25.425238480151336,0.0271022043318323
500.0,60.0,4.932246203308382,6.384248652521955e-09,25.425238479912476,0.027940892381711067
500.0,70.0,4.962451203308382,2.3838290741163554e-08,25.425238479778866,0.028779580431589832
600.0,10.0,5.737465443970058,2.289219647763193e-12,21.187698731443334,0.02374745213231724
600.0,20.0,5.773711443970058,1.3799422967374618e-11,21.187698734193926,0.024586140182196004
600.0,30.0,5.809957443970059,7.413608308502386e-11,21.18769873494904,0.025424828232074773
600.0,40.0,5.846203443970058,3.588700736808204e-10,21.18769873687719,0.026263516281953534
600.0,50.0,5.882449443970058,1.5803130294909367e-09,21.187698735155728,0.0271022043318323
600.0,60.0,5.918695443970058,6.384248652521955e-09,21.187698735053274,0.027940892381711067
600.0,70.0,5.954941443970059,2.3838290741163554e-08,21.187698736653676,0.028779580431589832
700.0,10.0,6.6937096846317345,2.289219647763193e-12,18.160884628412298,0.02374745213231724
700.0,20.0,6.735996684631734,1.3799422967374618e-11,18.160884629624068,0.024586140182196004
700.0,30.0,6.7782836846317345,7.413608308502386e-11,18.160884629086706,0.025424828232074773
700.0,40.0,6.820570684631734,3.588700736808204e-10,18.160884630499147,0.026263516281953534
700.0,50.0,6.862857684631734,1.5803130294909367e-09,18.16088463096088,0.0271022043318323
700.0,60.0,6.905144684631734,6.384248652521955e-09,18.160884630767043,0.027940892381711067
700.0,70.0,6.947431684631735,2.3838290741163554e-08,18.16088463029044,0.028779580431589832
800.0,10.0,7.649953925293412,2.289219647763193e-12,15.890774049960894,0.02374745213231724
800.0,20.0,7.698281925293411,1.3799422967374618e-11,15.890774051441886,0.024586140182196004
800.0,30.0,7.746609925293412,7.413608308502386e-11,15.890774052106442,0.025424828232074773
800.0,40.0,7.794937925293411,3.588700736808204e-10,15.890774050561769,0.026263516281953534
800.0,50.0,7.843265925293412,1.5803130294909367e-09,15.890774050977232,0.0271022043318323
800.0,60.0,7.891593925293411,6.384248652521955e-09,15.89077405106403,0.027940892381711067
